title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,original_title,popularity,vote_average,vote_count
The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000,2013,7,2013-03-15,The Incredible Burt Wonderstone,"$32,000,000","$22,537,881","$27,392,609",8045,[35],124459,en,The Incredible Burt Wonderstone,9.362,5.4,920
Dark Skies,W/Dim.,17400000.0,9000000,2013,97,2013-02-22,Dark Skies,"$3,500,000","$17,418,667","$27,704,111",7978,"[878, 53, 27]",145135,en,Dark Skies,11.582,6.1,1004
Enough Said,FoxS,17600000.0,7700000,2013,88,2013-09-18,Enough Said,"$8,000,000","$17,550,872","$25,621,449",8081,"[35, 18, 10749]",209263,en,Enough Said,8.722000000000001,6.7,464
Trance,FoxS,2300000.0,21900000,2013,71,2013-04-05,Trance,"$16,000,000","$2,322,593","$22,594,052",8036,"[53, 80, 18, 9648]",68727,en,Trance,9.571,6.6,1348
Baggage Claim,FoxS,21600000.0,887000,2013,38,2013-09-27,Baggage Claim,"$8,500,000","$21,569,509","$22,885,836",8084,[35],175528,en,Baggage Claim,8.666,5.4,127
The Sapphires,Wein.,2500000.0,18000000,2013,3,2013-03-22,The Sapphires,"$9,000,000","$2,450,867","$20,395,040",8308,"[35, 18]",110146,en,The Sapphires,6.16,6.7,97
Broken City,Fox,19700000.0,1200000,2013,11,2013-01-18,Broken City,"$35,000,000","$19,701,164","$34,480,045",7949,"[53, 80, 18]",98357,en,Broken City,13.645999999999999,5.9,814
You're Next,LGF,18500000.0,1200000,2013,17,2013-08-23,You're Next,"$1,000,000","$18,494,006","$26,887,177",7983,"[27, 53, 9648]",83899,en,You're Next,11.45,6.6,1258
Dead Man Down,FD,10900000.0,7200000,2013,78,2013-03-08,Dead Man Down,"$30,000,000","$10,895,295","$19,599,974",8013,"[53, 28, 80, 18]",102362,en,Dead Man Down,10.349,6.0,866
Admission,Focus,18000000.0,1200000,2013,76,2013-03-22,Admission,"$13,000,000","$18,007,317","$18,733,666",8111,"[35, 18, 10749]",144340,en,Admission,8.065,5.5,385
The Last Exorcism Part II,CBS,15200000.0,1200000,2013,90,2013-03-01,The Last Exorcism Part II,"$4,000,000","$15,179,303","$25,448,707",8157,"[27, 53, 18]",146203,en,The Last Exorcism Part II,7.561,4.5,297
Machete Kills,ORF,8000000.0,7000000,2013,58,2013-10-11,Machete Kills,"$20,000,000","$8,008,161","$18,273,009",8012,"[28, 80, 53]",106747,en,Machete Kills,10.36,5.5,1079
Paranoia,Rela.,7400000.0,6400000,2013,19,2013-08-16,Paranoia,"$40,000,000","$7,388,654","$16,340,767",8144,"[18, 53]",115348,en,Paranoia,7.6739999999999995,5.7,518
Stoker,FoxS,1700000.0,10400000,2013,29,2013-03-01,Stoker,"$12,000,000","$1,703,125","$12,034,913",7999,"[18, 27, 53]",86825,en,Stoker,10.738,6.6,1282
Only God Forgives,RTWC,779000.0,9900000,2013,8,2013-07-19,Only God Forgives,"$4,800,000","$775,849","$4,494,560",8016,"[18, 53, 80]",77987,en,Only God Forgives,10.196,5.8,1396
Bullet to the Head,WB,9500000.0,1200000,2013,42,2013-02-01,Bullet to the Head,"$55,000,000","$9,489,829","$22,597,969",7903,"[28, 80, 53]",70074,en,Bullet to the Head,17.574,5.4,681
The Fifth Estate,BV,3300000.0,5300000,2013,50,2013-10-18,The Fifth Estate,"$26,000,000","$3,254,172","$6,154,172",8257,"[18, 53]",162903,en,The Fifth Estate,6.611000000000001,5.9,549
Black Nativity,FoxS,7000000.0,436000,2013,63,2013-11-27,Black Nativity,"$17,500,000","$7,018,188","$7,285,135",9036,"[18, 10402]",175541,en,Black Nativity,1.7790000000000001,5.7,25
The Sweeney,EOne,26700.0,6300000,2013,53,2013-03-01,The Sweeney,"$4,500,000","$26,345","$8,000,366",8275,"[28, 80]",116613,en,The Sweeney,6.4,5.9,142
Frances Ha,IFC,4099999.0,1200000,2013,14,2013-05-17,Frances Ha,"$3,000,000","$4,067,398","$11,262,769",5327,"[35, 18]",121986,en,Frances Ha,9.42,7.4,624
Frances Ha,IFC,4099999.0,1200000,2013,14,2013-05-17,Frances Ha,"$3,000,000","$4,067,398","$11,262,769",8044,"[35, 18]",121986,en,Frances Ha,9.42,7.4,624
The East,FoxS,2300000.0,99700,2013,99,2013-05-31,The East,"$6,500,000","$2,274,649","$3,027,956",8114,"[18, 53]",87499,en,The East,8.044,6.6,438
All the Boys Love Mandy Lane,RTWC,1100000.0,1900000,2013,83,2013-10-11,All the Boys Love Mandy Lane,"$750,000",$0,"$1,960,521",8020,"[27, 9648, 53]",9022,en,All the Boys Love Mandy Lane,10.03,5.5,326
Ain't Them Bodies Saints,IFC,397000.0,635000,2013,64,2013-08-16,Ain't Them Bodies Saints,"$5,000,000","$391,611","$1,075,009",8105,"[80, 18, 10749, 37]",152748,en,Ain't Them Bodies Saints,8.166,6.2,217
Transformers: Age of Extinction,Par.,245400000.0,858600000,2014,37,2014-06-27,Transformers: Age of Extinction,"$210,000,000","$245,439,076","$1,104,039,076",11045,"[878, 28, 12]",91314,en,Transformers: Age of Extinction,20.961,5.8,4805
The Hobbit: The Battle of the Five Armies,WB (NL),255100000.0,700900000,2014,22,2014-12-17,The Hobbit: The Battle of the Five Armies,"$250,000,000","$255,119,788","$945,577,621",11020,"[28, 12, 14]",122917,en,The Hobbit: The Battle of the Five Armies,53.783,7.3,8392
Guardians of the Galaxy,BV,333200000.0,440200000,2014,14,2014-08-01,Guardians of the Galaxy,"$170,000,000","$333,172,112","$770,867,516",11021,"[28, 878, 12]",118340,en,Guardians of the Galaxy,49.606,7.9,17958
Maleficent,BV,241400000.0,517100000,2014,84,2014-05-30,Maleficent,"$180,000,000","$241,407,328","$758,536,735",11054,"[14, 12, 28, 10751, 10749]",102651,en,Maleficent,19.274,7.0,8143
The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000,2014,62,2014-11-21,The Hunger Games: Mockingjay - Part 1,"$125,000,000","$337,135,885","$766,575,131",11025,"[878, 12, 53]",131631,en,The Hunger Games: Mockingjay - Part 1,33.836999999999996,6.8,10087
X-Men: Days of Future Past,Fox,233900000.0,513900000,2014,55,2014-05-23,X-Men: Days of Future Past,"$200,000,000","$233,921,534","$747,862,775",11022,"[28, 12, 14, 878]",127585,en,X-Men: Days of Future Past,41.867,7.5,10062
Captain America: The Winter Soldier,BV,259800000.0,454500000,2014,16,2014-04-04,Captain America: The Winter Soldier,"$170,000,000","$259,746,958","$714,401,889",11063,"[28, 12, 878]",100402,en,Captain America: The Winter Soldier,18.073,7.7,11034
Dawn of the Planet of the Apes,Fox,208500000.0,502100000,2014,17,2014-07-11,Dawn of the Planet of the Apes,"$170,000,000","$208,545,589","$710,644,566",11034,"[878, 28, 18, 53]",119450,en,Dawn of the Planet of the Apes,27.641,7.3,7080
The Amazing Spider-Man 2,Sony,202900000.0,506100000,2014,56,2014-05-02,The Amazing Spider-Man 2,"$200,000,000","$202,853,933","$708,996,336",11048,"[28, 12, 14]",102382,en,The Amazing Spider-Man 2,20.846999999999998,6.4,7220
Interstellar,Par.,188000000.0,489400000,2014,32,2014-11-05,Interstellar,"$165,000,000","$188,017,894","$666,379,375",11032,"[12, 18, 878]",157336,en,Interstellar,28.44,8.2,18597
Big Hero 6,BV,222500000.0,435300000,2014,29,2014-11-07,Big Hero 6,"$165,000,000","$222,527,828","$652,127,828",11024,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,7.8,10176
Big Hero 6,BV,222500000.0,435300000,2014,29,2014-11-07,Big Hero 6,"$165,000,000","$222,527,828","$652,127,828",14170,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,36.92,7.8,10176
How to Train Your Dragon 2,Fox,177000000.0,444500000,2014,99,2014-06-13,How to Train Your Dragon 2,"$145,000,000","$177,002,924","$614,586,270",11035,"[14, 28, 12, 16, 35, 10751]",82702,en,How to Train Your Dragon 2,27.105999999999998,7.7,5589
American Sniper,WB,350100000.0,197300000,2014,57,2014-12-25,American Sniper,"$58,000,000","$350,126,372","$547,326,372",11057,"[10752, 28]",190859,en,American Sniper,18.473,7.4,7658
American Sniper,WB,350100000.0,197300000,2014,57,2014-12-25,American Sniper,"$58,000,000","$350,126,372","$547,326,372",14209,"[10752, 28]",190859,en,American Sniper,18.473,7.4,7658
Rio 2,Fox,131500000.0,368600000,2014,49,2014-04-11,Rio 2,"$130,000,000","$131,538,435","$492,846,291",11062,"[12, 35, 10751, 16]",172385,en,Rio 2,18.11,6.3,1803
Lucy,Uni.,126700000.0,336700000,2014,83,2014-07-25,Lucy,"$40,000,000","$126,573,960","$457,507,776",11068,"[28, 878]",240832,en,Lucy,16.73,6.3,10019
Penguins of Madagascar,Fox,83400000.0,289700000,2014,37,2014-11-26,Penguins of Madagascar,"$132,000,000","$83,350,911","$366,942,531",11046,"[10751, 16, 12, 35]",270946,en,Penguins of Madagascar,20.899,6.4,2273
Edge of Tomorrow,WB,100200000.0,270300000,2014,95,2014-06-06,Edge of Tomorrow,"$178,000,000","$100,206,256","$370,541,256",11051,"[28, 878]",137113,en,Edge of Tomorrow,19.753,7.6,8047
Gone Girl,Fox,167800000.0,201600000,2014,36,2014-10-03,Gone Girl,"$61,000,000","$167,767,189","$368,567,189",11027,"[9648, 53, 18]",210577,en,Gone Girl,31.215,7.9,10459
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000,2014,60,2014-12-19,Night at the Museum: Secret of the Tomb,"$127,000,000","$113,746,621","$353,756,621",11050,"[12, 35, 14, 10751]",181533,en,Night at the Museum: Secret of the Tomb,20.064,6.1,3536
Noah,Par.,101200000.0,261399999,2014,51,2014-03-28,Noah,"$130,000,000","$101,200,044","$352,831,065",11093,"[18, 12]",86834,en,Noah,13.905,5.6,3955
The Maze Runner,Fox,102400000.0,245900000,2014,60,2014-09-19,The Maze Runner,"$34,000,000","$102,427,862","$348,319,861",11023,"[28, 9648, 878, 53]",198663,en,The Maze Runner,36.955,7.1,10626
22 Jump Street,Sony,191700000.0,139600000,2014,85,2014-06-13,22 Jump Street,"$50,000,000","$191,719,337","$331,333,876",11136,"[80, 35, 28]",187017,en,22 Jump Street,11.175999999999998,6.9,5167
Divergent,LG/S,150900000.0,137900000,2014,95,2014-03-21,Divergent,"$85,000,000","$150,947,895","$276,014,965",11066,"[28, 12, 878]",157350,en,Divergent,16.982,6.9,8279
Mr. Peabody & Sherman,Fox,111500000.0,164200000,2014,1,2014-03-07,Mr. Peabody & Sherman,"$145,000,000","$111,506,430","$269,806,430",11108,"[16, 12, 10751]",82703,en,Mr. Peabody & Sherman,12.812999999999999,6.6,1357
Neighbors,Uni.,150200000.0,120500000,2014,64,2014-05-09,Neighbors,"$18,000,000","$150,086,800","$270,944,428",11083,[35],195589,en,Neighbors,14.979000000000001,6.2,4536
Exodus: Gods and Kings,Fox,65000000.0,203200000,2014,16,2014-12-12,Exodus: Gods and Kings,"$140,000,000","$65,014,513","$268,314,513",11036,"[12, 18, 28]",147441,en,Exodus: Gods and Kings,26.789,5.7,2909
Annabelle,WB (NL),84300000.0,172800000,2014,84,2014-10-03,Annabelle,"$6,500,000","$84,273,813","$256,862,920",11091,[27],250546,en,Annabelle,13.989,5.6,3357
Non-Stop,Uni.,92200000.0,130600000,2014,2,2014-02-28,Non-Stop,"$50,000,000","$91,742,160","$222,383,055",11100,"[28, 53, 9648]",225574,en,Non-Stop,13.562000000000001,6.8,3330
The Expendables 3,LGF,39300000.0,175300000,2014,96,2014-08-15,The Expendables 3,"$100,000,000","$39,322,544","$209,461,378",11056,"[28, 12, 53]",138103,en,The Expendables 3,18.797,6.1,2876
Into the Woods,BV,128000000.0,85100000,2014,77,2014-12-25,Into the Woods,"$56,200,000","$128,002,372","$213,116,401",11097,"[14, 35]",224141,en,Into the Woods,13.725999999999999,5.7,2880
Need for Speed,BV,43600000.0,159700000,2014,70,2014-03-14,Need for Speed,"$66,000,000","$43,568,507","$194,169,619",11098,"[28, 80, 18, 53]",136797,en,Need for Speed,13.722999999999999,6.1,2389
The Equalizer,Sony,101500000.0,90800000,2014,96,2014-09-26,The Equalizer,"$55,000,000","$101,530,738","$192,903,624",11030,"[53, 28, 80]",156022,en,The Equalizer,28.941999999999997,7.2,4989
The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014,27,2014-03-07,The Grand Budapest Hotel,"$31,000,000","$59,076,019","$163,981,261",11061,"[35, 18]",120467,en,The Grand Budapest Hotel,18.31,8.0,8091
Dumb and Dumber To,Uni.,86200000.0,83600000,2014,1,2014-11-14,Dumb and Dumber To,"$40,000,000","$86,208,010","$156,553,592",11074,[35],100042,en,Dumb and Dumber To,15.964,5.5,1842
Unbroken,Uni.,115600000.0,47800000,2014,82,2014-12-25,Unbroken,"$65,000,000","$115,637,895","$163,527,824",11113,"[18, 10752]",227306,en,Unbroken,12.354000000000001,7.4,2240
The Monuments Men,Sony,78000000.0,77000000,2014,14,2014-02-07,The Monuments Men,"$70,000,000","$78,031,620","$158,702,748",11107,"[10752, 18, 36, 28]",152760,en,The Monuments Men,12.860999999999999,5.9,2229
Ride Along,Uni.,134900000.0,19500000,2014,67,2014-01-17,Ride Along,"$25,000,000","$134,202,565","$153,733,800",11152,"[28, 35]",168530,en,Ride Along,10.831,6.2,1277
Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000,2014,97,2014-01-17,Jack Ryan: Shadow Recruit,"$60,000,000","$50,577,412","$131,377,412",11143,"[28, 18, 53]",137094,en,Jack Ryan: Shadow Recruit,11.061,6.1,1687
Blended,WB,46300000.0,81700000,2014,90,2014-05-23,Blended,"$45,000,000","$46,290,741","$127,990,741",11160,[35],232672,en,Blended,10.613,6.7,1709
Sex Tape,Sony,38500000.0,87500000,2014,54,2014-07-18,Sex Tape,"$40,000,000","$38,543,473","$126,069,509",11049,[35],225886,en,Sex Tape,20.429000000000002,5.3,2684
The Nut Job,ORF,64300000.0,56600000,2014,72,2014-01-17,The Nut Job,"$30,000,000","$64,251,538","$122,529,966",11163,"[16, 35, 10751, 12]",227783,en,The Nut Job,10.501,5.6,529
Pompeii,TriS,23200000.0,94600000,2014,97,2014-02-21,Pompeii,"$80,000,000","$23,169,033","$108,469,033",11040,"[28, 12, 36, 10749, 18]",76649,en,Pompeii,25.215,5.4,2078
The Purge: Anarchy,Uni.,72000000.0,40000000,2014,71,2014-07-18,The Purge: Anarchy,"$9,000,000","$71,562,550","$111,534,881",11033,"[27, 53]",238636,en,The Purge: Anarchy,28.424,6.6,3754
The Boxtrolls,Focus,50800000.0,58400000,2014,94,2014-09-26,The Boxtrolls,"$60,000,000","$50,837,305","$111,946,251",11134,"[16, 35, 10751, 14]",170687,en,The Boxtrolls,11.219000000000001,6.7,1016
Horrible Bosses 2,WB,54400000.0,53200000,2014,31,2014-11-26,Horrible Bosses 2,"$40,000,000","$54,445,357","$105,945,357",11058,[35],227159,en,Horrible Bosses 2,18.421,6.2,2581
Ouija,Uni.,50900000.0,52700000,2014,60,2014-10-24,Ouija,"$5,000,000","$50,856,010","$103,300,632",11081,[27],242512,en,Ouija,15.389000000000001,5.1,1670
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000,2014,44,2014-10-10,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$28,000,000","$66,954,149","$101,379,287",11437,"[10751, 35]",218778,en,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.7829999999999995,6.2,817
Heaven is for Real,TriS,91400000.0,9900000,2014,46,2014-04-16,Heaven is for Real,"$12,000,000","$91,386,097","$100,916,299",11190,[18],236751,en,Heaven is for Real,9.718,6.2,363
Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000,2014,70,2014-01-03,Paranormal Activity: The Marked Ones,"$5,000,000","$32,462,372","$90,904,854",11206,"[27, 53]",227348,en,Paranormal Activity: The Marked Ones,9.446,5.3,752
The Hundred-Foot Journey,BV,54200000.0,34600000,2014,13,2014-08-08,The Hundred-Foot Journey,"$22,000,000","$54,235,441","$94,270,488",11280,[18],228194,en,The Hundred-Foot Journey,8.26,7.3,785
John Wick,LG/S,43000000.0,45700000,2014,6,2014-10-24,John Wick,"$30,000,000","$43,037,835","$76,235,001",11019,"[28, 53]",245891,en,John Wick,78.123,7.2,10081
Snowpiercer,RTWC,4600000.0,82200000,2014,27,2014-06-27,Snowpiercer,"$40,000,000","$4,563,029","$88,069,880",11085,"[28, 878, 18]",110415,ko,Snowpiercer,14.735,6.8,4748
The Judge,WB,47100000.0,37300000,2014,41,2014-10-10,The Judge,"$50,000,000","$47,119,388","$76,119,388",11069,[18],205587,en,The Judge,16.464000000000002,7.3,2356
Muppets Most Wanted,BV,51200000.0,29200000,2014,20,2014-03-21,Muppets Most Wanted,"$55,000,000","$51,178,893","$79,312,301",11220,"[35, 12, 80, 10751]",145220,en,Muppets Most Wanted,9.118,6.2,473
If I Stay,WB (NL),50500000.0,28400000,2014,73,2014-08-22,If I Stay,"$11,000,000","$50,474,843","$78,356,170",11118,[18],249164,en,If I Stay,12.047,7.4,2703
"I, Frankenstein",LGF,19100000.0,52100000,2014,14,2014-01-24,"I, Frankenstein","$65,000,000","$19,075,290","$74,575,290",11110,"[27, 53]",100241,en,"I, Frankenstein",12.7,5.2,1090
Think Like a Man Too,SGem,65200000.0,5000000,2014,36,2014-06-20,Think Like a Man Too,"$24,000,000","$65,028,687","$70,027,933",11282,"[35, 10749]",184098,en,Think Like a Man Too,8.25,6.3,319
Brick Mansions,Rela.,20400000.0,48500000,2014,69,2014-04-25,Brick Mansions,"$28,000,000","$20,396,829","$73,421,224",11214,"[28, 80, 18]",254473,en,Brick Mansions,9.193999999999999,5.9,909
Son of God,Fox,59700000.0,8100000,2014,11,2014-02-28,Son of God,"$22,000,000","$59,700,064","$70,949,793",11275,[18],235260,en,Son of God,8.289,6.4,123
Jersey Boys,WB,47000000.0,20600000,2014,43,2014-06-20,Jersey Boys,"$40,000,000","$47,047,013","$65,282,732",11414,"[10402, 18]",209451,en,Jersey Boys,6.933,6.9,380
The Legend of Hercules,LG/S,18800000.0,42400000,2014,42,2014-01-10,The Legend of Hercules,"$70,000,000","$18,848,538","$58,953,319",11096,"[28, 12]",188207,en,The Legend of Hercules,13.754000000000001,4.5,805
Dolphin Tale 2,WB,42000000.0,15800000,2014,12,2014-09-12,Dolphin Tale 2,"$36,000,000","$42,024,533","$57,824,533",11363,"[10751, 18]",227735,en,Dolphin Tale 2,7.403,6.7,173
A Walk Among the Tombstones,Uni.,26300000.0,26900000,2014,67,2014-09-19,A Walk Among the Tombstones,"$28,000,000","$26,017,685","$62,108,587",11053,"[80, 18, 9648, 53]",169917,en,A Walk Among the Tombstones,19.373,6.3,1685
Whiplash,SPC,13100000.0,35900000,2014,43,2014-10-10,Whiplash,"$3,300,000","$13,092,006","$38,969,037",11031,"[18, 10402]",244786,en,Whiplash,28.784000000000002,8.4,7908
Earth to Echo,Rela.,38900000.0,6400000,2014,62,2014-07-02,Earth to Echo,"$13,000,000","$38,934,842","$42,174,545",11388,"[10751, 12, 878]",238603,en,Earth to Echo,7.189,5.7,377
Boyhood,IFC,25400000.0,19100000,2014,85,2014-07-11,Boyhood,"$4,000,000","$25,379,975","$57,273,049",11138,[18],85350,en,Boyhood,11.140999999999998,7.5,3097
That Awkward Moment,Focus,26100000.0,14400000,2014,78,2014-01-31,That Awkward Moment,"$8,000,000","$26,068,955","$53,068,955",11252,"[35, 10749]",225565,en,That Awkward Moment,8.649,6.1,1759
Million Dollar Arm,BV,36500000.0,2800000,2014,17,2014-05-16,Million Dollar Arm,"$25,000,000","$36,447,959","$39,217,912",11326,[18],198185,en,Million Dollar Arm,7.771,6.8,353
Nightcrawler,ORF,32400000.0,6300000,2014,34,2014-10-31,Nightcrawler,"$8,500,000","$32,381,218","$50,334,418",11039,"[80, 18, 53]",242582,en,Nightcrawler,25.596999999999998,7.7,5860
Devil's Due,Fox,15800000.0,21100000,2014,14,2014-01-17,Devil's Due,"$7,000,000","$15,821,461","$36,146,087",11553,[27],79316,en,Devil's Due,5.893,4.5,303
A Most Wanted Man,RAtt.,17200000.0,19000000,2014,76,2014-07-25,A Most Wanted Man,"$15,000,000","$17,237,855","$36,068,890",11166,[53],157849,en,A Most Wanted Man,10.267000000000001,6.5,784
The Best of Me,Rela.,26800000.0,9200000,2014,42,2014-10-17,The Best of Me,"$26,000,000","$26,766,213","$41,059,418",11256,"[18, 10749]",239571,en,The Best of Me,8.622,7.3,1512
The November Man,Rela.,25000000.0,7500000,2014,61,2014-08-27,The November Man,"$15,000,000","$25,018,119","$34,820,335",11065,"[80, 28, 53]",254904,en,The November Man,17.747,6.1,852
When the Game Stands Tall,TriS,30100000.0,1200000,2014,50,2014-08-22,When the Game Stands Tall,"$15,000,000","$30,127,963","$30,138,912",11528,[18],232679,en,When the Game Stands Tall,6.08,6.6,185
Draft Day,LG/S,28800000.0,620000,2014,36,2014-04-11,Draft Day,"$25,000,000","$28,842,237","$29,847,480",11162,[18],200505,en,Draft Day,10.581,6.6,460
Big Eyes,Wein.,14500000.0,14800000,2014,23,2014-12-25,Big Eyes,"$10,000,000","$14,482,031","$27,317,872",11119,[18],87093,en,Big Eyes,12.017000000000001,7.0,2153
Top Five,Par.,25300000.0,800000,2014,80,2014-12-12,Top Five,"$12,000,000","$25,317,379","$26,001,741",11494,"[18, 35]",284296,en,Top Five,6.322,6.3,281
And So It Goes,CE,15200000.0,10200000,2014,14,2014-07-25,And So It Goes,"$18,000,000","$15,160,801","$17,920,013",11284,"[35, 18, 10749]",253235,en,And So It Goes,8.235,5.9,264
A Haunted House 2,ORF,17300000.0,6600000,2014,89,2014-04-18,A Haunted House 2,"$4,000,000","$17,329,487","$21,206,861",11410,"[35, 27]",184345,en,A Haunted House 2,6.9479999999999995,5.5,597
The Railway Man,Wein.,4400000.0,17900000,2014,33,2014-04-11,The Railway Man,"$18,000,000","$4,438,438","$23,910,210",11197,"[18, 36]",127560,en,The Railway Man,9.582,6.9,408
Mr. Turner,SPC,4000000.0,18200000,2014,18,2014-12-19,Mr. Turner,"$14,000,000","$3,958,546","$25,187,026",11314,"[36, 18]",245700,en,Mr. Turner,7.8839999999999995,6.5,301
The Drop,FoxS,10700000.0,7900000,2014,16,2014-09-12,The Drop,"$12,600,000","$10,724,389","$19,054,534",11084,"[18, 80]",154400,en,The Drop,14.795,6.7,1215
Addicted,LGF,17400000.0,1200000,2014,96,2014-10-10,Addicted,"$5,000,000","$17,390,770","$17,499,242",11274,"[18, 53]",235271,en,Addicted,8.295,5.3,103
A Most Violent Year,A24,5700000.0,6300000,2014,68,2014-12-31,A Most Violent Year,"$20,000,000","$5,749,134","$8,846,875",11115,"[80, 18, 53]",241239,en,A Most Violent Year,12.270999999999999,6.6,792
A Most Violent Year,A24,5700000.0,6300000,2014,68,2014-12-31,A Most Violent Year,"$20,000,000","$5,749,134","$8,846,875",14270,"[80, 18, 53]",241239,en,A Most Violent Year,12.270999999999999,6.6,792
The Babadook,IFC,964000.0,9300000,2014,41,2014-11-28,The Babadook,"$2,000,000","$950,792","$7,482,387",11126,"[18, 27]",242224,en,The Babadook,11.502,6.4,3528
The Skeleton Twins,RAtt.,5300000.0,1200000,2014,36,2014-09-12,The Skeleton Twins,"$1,000,000","$5,284,309","$5,797,192",11165,[18],244772,en,The Skeleton Twins,10.341,6.7,394
